id_estudiante,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
1931,Femenino,Ambos padres,4,Medio,Superior,0,,1,4.78,4.0,1,4,3,0,Conflictiva,7.4,0,0,0
3956,Femenino,Ambos padres,2,Medio-bajo,Secundaria,0,,1,5.19,5.0,4,2,3,1,Regular,6.0,0,0,0
3582,Femenino,Ambos padres,3,Medio-bajo,Primaria,0,,1,3.24,2.0,3,1,2,1,Regular,7.0,0,0,0
2833,Femenino,Ambos padres,1,Bajo,Secundaria,0,,1,0.5,2.0,3,2,5,0,Regular,6.2,0,0,0
3751,Masculino,Un solo padre,3,Medio,Primaria,0,,1,1.38,3.0,2,4,3,0,Buena,6.4,0,1,0
1475,Masculino,Ambos padres,2,Medio-bajo,Superior,0,,1,2.14,4.0,3,2,4,0,Buena,5.0,0,0,0
2682,Masculino,Un solo padre,2,Bajo,Secundaria,0,,1,1.47,5.0,5,3,3,0,Regular,4.7,1,0,0
3732,Femenino,Otros familiares,0,Medio,Superior,0,,1,0.79,4.0,4,4,3,1,Buena,6.1,0,0,0
2983,Femenino,Ambos padres,1,Medio-bajo,Secundaria,0,,1,3.79,1.0,4,2,2,1,Conflictiva,6.9,0,0,1
3362,Femenino,Ambos padres,1,Medio,Superior,0,,1,4.14,5.0,2,4,3,0,Buena,7.4,0,1,0
1006,Femenino,Ambos padres,2,Bajo,Secundaria,1,22.9,0,9.02,2.0,4,3,3,1,Conflictiva,6.6,0,0,0
3952,Masculino,Ambos padres,4,Bajo,Superior,0,,1,3.9,3.0,2,3,2,0,Regular,4.2,0,0,0
2415,Masculino,Ambos padres,0,Medio,Secundaria,0,,0,0.75,5.0,1,3,5,0,Regular,7.3,0,1,0
1503,Masculino,Ambos padres,1,Bajo,Superior,0,,0,7.8,2.0,4,1,2,1,Regular,5.8,0,0,0
1948,Masculino,Ambos padres,1,Bajo,Secundaria,0,,0,1.08,2.0,3,1,1,1,Regular,7.4,0,0,0
3586,Masculino,Ambos padres,4,Bajo,Superior,0,,0,3.9,1.0,4,4,3,0,Conflictiva,6.3,1,0,0
3668,Femenino,Ambos padres,2,Medio,Secundaria,0,,1,1.02,3.0,3,4,3,1,Regular,7.4,0,0,1
2654,Masculino,Tutor,2,Medio,,1,14.9,1,0.49,4.0,2,4,3,0,Regular,8.2,0,0,0
2445,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,0.86,3.0,3,4,4,0,Regular,7.5,0,1,0
2161,Masculino,Un solo padre,2,Medio,Secundaria,0,,1,0.23,4.0,1,4,5,0,Buena,7.7,0,0,0
3137,Masculino,Ambos padres,3,Medio,Superior,0,,0,1.25,4.0,2,3,5,1,Buena,6.6,0,1,0
3219,Femenino,Ambos padres,0,Bajo,Secundaria,1,27.3,1,2.96,3.0,5,2,3,1,Conflictiva,6.5,0,1,1
3328,Femenino,Ambos padres,2,Medio,Secundaria,0,,1,1.06,4.0,3,2,3,1,Regular,6.0,0,1,0
3759,Femenino,Ambos padres,2,Medio,Primaria,0,,1,0.69,4.0,3,4,3,0,Regular,4.8,0,1,0
2677,Femenino,Tutor,3,Medio-bajo,Secundaria,0,,1,11.65,3.0,3,4,4,1,Regular,7.7,1,1,0
2765,Masculino,Ambos padres,2,Medio,Superior,0,,1,0.72,5.0,3,3,4,0,Regular,5.5,0,0,0
2465,Masculino,Ambos padres,1,Medio-bajo,Sin estudios,0,,0,0.99,3.0,4,3,3,1,Regular,6.8,0,1,1
1861,Femenino,Ambos padres,2,Bajo,Superior,0,,1,0.37,3.0,5,4,2,0,Conflictiva,6.7,0,0,1
2910,Femenino,Un solo padre,2,Bajo,Superior,1,12.9,1,2.31,3.0,3,3,4,0,Conflictiva,5.0,0,1,0
2064,Masculino,Un solo padre,2,Bajo,Secundaria,1,20.9,0,0.7,3.0,4,1,3,1,Regular,4.5,0,0,0
1352,Femenino,Un solo padre,1,Medio,Superior,1,18.5,1,,3.0,2,3,4,0,Buena,7.3,0,1,0
1497,Femenino,Ambos padres,4,Bajo,Secundaria,1,16.6,1,0.1,2.0,4,2,2,1,Conflictiva,6.1,0,0,1
1765,Otro,Un solo padre,1,Bajo,Secundaria,0,,0,0.29,2.0,4,3,3,1,Conflictiva,5.1,0,0,1
2810,Masculino,Ambos padres,1,Medio,Superior,0,,1,2.25,4.0,2,3,3,1,Regular,7.2,0,1,1
1677,Femenino,Ambos padres,1,Bajo,Secundaria,0,,1,4.19,2.0,4,2,4,1,Conflictiva,5.7,0,0,0
2128,Masculino,Un solo padre,3,Medio-bajo,Secundaria,0,,1,0.54,2.0,2,3,5,0,Buena,6.0,0,1,1
1322,Masculino,Ambos padres,2,Medio,Primaria,0,,1,3.7,2.0,3,3,3,0,Buena,4.7,0,1,0
2268,Masculino,Ambos padres,1,Medio-bajo,Primaria,0,,0,1.68,2.0,3,3,2,0,Regular,8.0,0,0,0
3163,Femenino,Ambos padres,0,Alto,Secundaria,1,19.4,1,1.33,3.0,2,4,5,0,Buena,7.3,0,0,1
3135,Femenino,Un solo padre,2,Bajo,Secundaria,1,20.6,1,3.06,2.0,5,2,4,0,Regular,6.1,1,1,0
3319,Femenino,Ambos padres,2,Bajo,Secundaria,1,22.2,0,1.04,2.0,4,2,5,1,Conflictiva,6.2,0,0,1
3633,Femenino,Otros familiares,2,,Secundaria,0,,1,1.73,3.0,5,2,1,1,Conflictiva,7.5,0,0,1
2806,Femenino,Ambos padres,1,Bajo,Superior,0,,1,1.11,2.0,2,1,4,1,Regular,5.7,0,0,0
3662,Femenino,Ambos padres,5,Medio,Secundaria,0,,1,0.43,3.0,3,5,4,0,Buena,6.8,0,0,0
1400,Masculino,Un solo padre,2,Alto,Secundaria,0,,0,8.67,5.0,2,4,4,0,Buena,8.0,0,1,0
3635,Femenino,Un solo padre,1,Medio,Primaria,0,,1,0.28,,2,4,3,0,Regular,7.9,0,1,0
1293,Femenino,Un solo padre,2,Bajo,Secundaria,1,23.9,1,1.26,3.0,4,1,3,1,Conflictiva,4.6,0,0,0
1539,Femenino,Ambos padres,1,Medio,Secundaria,0,,0,2.2,5.0,2,4,4,1,Buena,7.3,0,0,0
3288,Femenino,Un solo padre,3,Bajo,Superior,1,21.7,0,1.33,3.0,3,4,4,0,Regular,7.2,0,0,0
3758,Femenino,Un solo padre,1,Medio-bajo,Superior,0,,0,1.0,4.0,4,1,3,1,Regular,5.8,1,0,1
1208,Masculino,Un solo padre,1,Medio-bajo,Primaria,0,,1,2.37,2.0,2,4,3,1,Buena,7.8,0,0,1
2871,Masculino,Ambos padres,1,Medio,Primaria,0,,1,2.08,4.0,3,3,3,0,Regular,8.3,0,1,1
3104,Masculino,Ambos padres,2,Bajo,Superior,1,22.7,1,11.6,3.0,5,1,2,1,Conflictiva,6.3,0,0,0
1888,Masculino,Ambos padres,1,Medio-bajo,Superior,0,,0,1.12,3.0,5,2,3,1,Buena,6.9,0,0,0
3565,Masculino,Ambos padres,5,Bajo,Superior,0,,1,0.1,1.0,4,3,2,0,Regular,6.5,0,0,0
2398,Femenino,Ambos padres,1,Bajo,Secundaria,0,,0,5.97,3.0,3,1,3,0,Conflictiva,6.2,0,0,1
1606,Masculino,Ambos padres,3,Medio-bajo,,0,,0,8.07,5.0,5,3,1,1,,7.2,0,0,0
2959,Masculino,Ambos padres,2,Bajo,Secundaria,0,,1,2.67,2.0,2,1,4,1,Regular,7.1,0,1,1
1065,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,1,7.77,3.0,4,2,3,0,Conflictiva,4.9,0,0,1
3333,Femenino,Ambos padres,1,Bajo,Primaria,0,,1,0.32,3.0,4,1,1,0,Regular,5.9,0,0,0
2535,Otro,Otros familiares,4,Alto,Secundaria,0,,1,0.31,3.0,4,4,3,1,Buena,7.9,0,0,1
3305,Femenino,Un solo padre,3,Medio-bajo,Superior,1,24.5,1,0.72,3.0,3,1,3,1,Conflictiva,7.5,0,0,0
1870,Masculino,Ambos padres,3,Medio,Superior,1,22.5,1,2.37,4.0,3,2,4,0,Buena,7.0,0,0,0
3195,Femenino,Un solo padre,1,Medio-bajo,Superior,1,28.4,1,1.55,3.0,5,1,3,1,Conflictiva,6.0,0,0,0
3705,Masculino,Ambos padres,1,Medio-bajo,Primaria,0,,0,0.62,4.0,5,2,3,1,Conflictiva,7.1,0,1,1
1999,Femenino,Tutor,2,Medio-bajo,Superior,0,,0,4.01,1.0,3,3,4,1,Conflictiva,5.8,0,1,0
1923,Femenino,Ambos padres,1,Medio,Primaria,0,,1,3.42,5.0,4,4,4,1,Regular,6.2,0,0,0
2153,Femenino,Ambos padres,0,Medio,Superior,1,17.9,1,0.48,4.0,1,3,4,0,Regular,6.6,0,1,0
2958,Femenino,Un solo padre,1,Alto,Secundaria,0,,1,1.26,3.0,2,3,2,0,Buena,5.2,0,0,0
1225,Masculino,Ambos padres,3,Medio,Superior,0,,1,,4.0,2,2,5,0,Buena,7.2,0,1,0
3683,Otro,Ambos padres,1,Medio,Secundaria,0,,1,2.53,4.0,1,4,3,0,,7.8,0,0,0
2544,Femenino,Un solo padre,4,Alto,Primaria,0,,1,2.51,4.0,3,2,3,0,Buena,6.3,0,1,0
3000,Femenino,Ambos padres,3,Bajo,Superior,0,,1,2.86,2.0,5,1,3,1,Regular,5.5,0,1,0
3851,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,0.66,4.0,3,4,5,1,Regular,7.9,0,1,0
2791,Femenino,Ambos padres,2,Medio-bajo,Superior,0,,1,3.94,3.0,4,3,3,0,Buena,4.4,0,1,0
1251,Femenino,Otros familiares,3,Bajo,Sin estudios,0,,1,1.42,2.0,2,3,2,0,Conflictiva,9.1,0,0,0
1071,Femenino,Ambos padres,2,Medio,Sin estudios,0,,1,6.96,4.0,2,3,5,0,Buena,6.4,0,1,1
1542,Masculino,Un solo padre,2,Medio,Secundaria,0,,1,0.18,2.0,2,5,4,1,Buena,6.6,1,1,1
3820,Masculino,Otros familiares,1,Medio-bajo,Primaria,0,,1,2.74,1.0,4,1,3,0,Conflictiva,7.5,0,0,1
2938,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,0,5.23,5.0,3,3,3,0,Regular,4.6,0,1,0
2627,Masculino,Ambos padres,2,Medio,Superior,0,,1,1.04,,3,5,3,0,Regular,6.7,0,1,0
3880,Femenino,Un solo padre,2,Alto,Superior,1,17.9,1,1.0,3.0,4,2,4,1,Buena,8.2,0,1,0
3685,Masculino,Ambos padres,0,Medio,Superior,0,,0,0.5,4.0,3,3,4,0,Buena,5.8,0,0,1
3046,Masculino,Ambos padres,3,Medio,Superior,0,,1,4.52,3.0,3,2,4,0,Regular,5.5,1,0,0
3534,Masculino,Ambos padres,1,Medio,Superior,0,,1,0.94,3.0,3,4,3,1,Regular,7.7,1,0,0
1830,Femenino,Ambos padres,6,Alto,Primaria,0,,1,1.73,2.0,1,2,3,0,Regular,6.5,0,1,0
1758,Masculino,Ambos padres,1,Bajo,Secundaria,0,,0,2.23,3.0,5,2,2,1,Regular,5.4,0,0,1
3721,Femenino,Otros familiares,3,Bajo,Superior,1,19.8,1,4.64,1.0,3,2,3,0,Conflictiva,6.3,0,0,0
3361,Femenino,Ambos padres,2,Medio-bajo,Superior,1,33.3,1,1.37,1.0,4,1,1,0,Regular,5.5,0,0,1
1181,Femenino,Ambos padres,0,Bajo,Secundaria,0,,1,3.21,1.0,4,3,2,1,Conflictiva,4.9,0,0,1
2053,Femenino,Otros familiares,1,Medio,Secundaria,1,21.6,1,1.85,4.0,1,3,3,0,Regular,4.8,0,0,0
2587,Femenino,Un solo padre,2,Medio,Superior,0,,1,3.56,5.0,3,2,5,0,Buena,7.3,0,1,0
3203,Masculino,Un solo padre,2,Bajo,Superior,0,,1,1.27,3.0,4,2,2,0,Regular,5.3,1,0,0
3839,Femenino,Otros familiares,0,Medio,Superior,1,18.0,1,0.38,3.0,4,5,5,1,Buena,6.3,0,1,0
2309,Femenino,Un solo padre,0,Medio,Secundaria,0,,1,0.33,3.0,2,3,3,0,Regular,8.0,0,1,0
2092,Femenino,Otros familiares,4,Medio-bajo,Primaria,1,15.7,0,0.1,1.0,3,2,4,1,Buena,6.2,0,0,0
2679,Femenino,Ambos padres,3,Bajo,Primaria,0,,1,3.9,2.0,1,2,1,0,Conflictiva,4.6,0,0,0
2076,Masculino,Tutor,3,Alto,Superior,0,,1,1.91,3.0,3,4,3,0,Buena,6.8,0,1,0
3136,Masculino,Un solo padre,2,Medio,Primaria,0,,1,1.45,4.0,4,2,3,0,Regular,6.4,0,0,0
3814,Masculino,Un solo padre,2,Alto,Primaria,0,,1,2.8,4.0,3,3,4,0,Buena,9.4,0,1,0
2326,Femenino,Ambos padres,0,Bajo,Sin estudios,0,,1,3.89,2.0,5,1,2,1,Conflictiva,5.9,1,0,1
1372,Masculino,Otros familiares,0,Medio-bajo,Secundaria,1,16.2,1,1.08,2.0,5,4,2,1,Conflictiva,7.0,0,1,0
1541,Masculino,Ambos padres,2,Bajo,Primaria,0,,1,,3.0,5,2,2,1,Regular,6.0,0,0,0
2020,Masculino,Ambos padres,1,Medio-bajo,Sin estudios,0,,1,2.19,3.0,3,1,5,0,Regular,7.7,0,0,1
3427,Masculino,Ambos padres,0,Medio,Primaria,0,,1,0.84,3.0,3,5,4,1,Buena,8.0,0,0,0
3364,Masculino,Un solo padre,2,Bajo,Secundaria,0,,1,0.94,1.0,5,2,4,1,Conflictiva,4.7,0,0,1
2571,Masculino,Ambos padres,2,Bajo,Secundaria,0,,0,1.53,2.0,4,2,3,1,Regular,6.0,0,0,1
2074,Masculino,Tutor,4,Bajo,Secundaria,0,,1,0.58,1.0,3,2,3,1,Regular,4.8,0,1,0
3428,Masculino,Ambos padres,2,Medio-bajo,Superior,0,,1,9.23,3.0,3,3,3,1,Regular,5.9,0,0,1
3409,Masculino,Otros familiares,0,Medio,,0,,1,0.86,4.0,3,2,4,0,Buena,7.9,0,1,0
1877,Femenino,Ambos padres,2,Medio,Superior,0,,0,0.71,4.0,3,4,3,0,Buena,8.1,0,1,0
1946,Masculino,Un solo padre,2,Medio,Secundaria,1,22.4,1,3.65,2.0,2,4,4,0,Regular,7.8,0,1,0
3055,Femenino,Un solo padre,1,Medio,Superior,1,18.8,1,0.93,3.0,1,5,3,0,Regular,6.1,0,0,0
2177,Femenino,Ambos padres,2,Medio,Superior,1,23.5,1,3.74,4.0,4,3,3,1,Regular,7.3,0,0,0
3787,Femenino,Otros familiares,1,Bajo,Secundaria,0,,0,,2.0,3,4,3,0,Conflictiva,6.3,0,0,0
2474,Otro,Ambos padres,2,Medio-bajo,Secundaria,1,23.5,1,15.66,4.0,3,1,2,0,Buena,6.5,0,1,0
3164,Femenino,Un solo padre,1,Medio-bajo,Primaria,0,,1,0.66,4.0,2,2,2,0,Regular,7.8,0,0,0
3701,Masculino,Ambos padres,3,Bajo,Secundaria,0,,1,0.36,3.0,5,2,5,1,Regular,5.2,0,0,0
2808,Femenino,Ambos padres,2,Medio-bajo,Primaria,1,11.5,1,4.39,5.0,4,3,4,0,Buena,5.9,0,0,0
1669,Femenino,Ambos padres,0,Medio,Primaria,0,,0,1.06,2.0,2,3,4,0,Regular,7.0,0,1,0
3733,Masculino,Un solo padre,1,Medio-bajo,Sin estudios,1,25.0,1,2.35,2.0,4,3,2,0,Regular,7.6,0,0,0
2405,Masculino,Un solo padre,3,Medio,Secundaria,0,,1,0.1,4.0,2,4,5,0,Regular,5.9,0,0,0
1949,Masculino,Ambos padres,0,Medio-bajo,Superior,0,,1,0.19,,5,2,1,1,Regular,4.1,0,0,0
1092,Femenino,Ambos padres,3,Medio-bajo,,1,8.8,1,1.56,2.0,2,3,4,1,Buena,4.3,0,1,0
3520,Masculino,Ambos padres,1,Medio,Sin estudios,0,,1,11.91,2.0,4,3,3,1,Regular,8.2,0,1,0
2308,Masculino,Un solo padre,2,Medio-bajo,Superior,1,20.6,1,1.83,2.0,3,4,3,1,Buena,3.1,0,0,0
1012,Femenino,Un solo padre,6,Bajo,Secundaria,1,18.2,1,5.37,2.0,4,1,3,1,,5.6,0,1,0
3700,Otro,Un solo padre,0,Medio,Secundaria,0,,1,6.6,4.0,1,2,3,1,Regular,5.1,0,0,1
1439,Femenino,Un solo padre,3,Medio,Secundaria,0,,1,7.62,5.0,2,2,5,0,Regular,7.4,0,0,1
3893,Masculino,Tutor,4,Bajo,Secundaria,0,,0,16.13,1.0,4,2,3,0,Conflictiva,6.6,0,0,0
3037,Masculino,Ambos padres,3,Bajo,,1,27.4,1,0.35,2.0,4,1,5,0,Regular,7.7,0,0,1
3375,Masculino,Ambos padres,1,Alto,Sin estudios,0,,1,6.38,5.0,1,3,4,0,Regular,6.2,0,1,0
2261,Masculino,Un solo padre,0,Medio,Secundaria,0,,1,3.16,4.0,2,3,4,0,Buena,7.0,1,1,0
1969,Masculino,Ambos padres,0,Medio-bajo,,0,,1,0.51,3.0,3,2,4,1,Regular,8.1,0,0,1
3783,Masculino,Otros familiares,0,,Secundaria,0,,1,3.73,2.0,2,3,4,0,Regular,6.0,0,0,0
3654,Femenino,Tutor,1,Medio-bajo,Secundaria,0,,1,0.45,2.0,2,2,3,1,Regular,6.8,0,0,1
1253,Otro,Ambos padres,2,Medio-bajo,Superior,0,,0,1.35,3.0,3,3,5,0,Regular,5.5,1,1,0
1089,Masculino,Un solo padre,1,Medio,Secundaria,0,,1,3.36,1.0,3,4,2,0,Regular,7.2,0,0,1
1476,Femenino,Ambos padres,2,Medio,Secundaria,0,,0,1.24,3.0,3,4,3,0,Regular,7.6,0,0,0
3540,Femenino,Ambos padres,2,Medio-bajo,Superior,0,,1,0.1,,2,1,2,1,Regular,6.8,0,0,0
3778,Masculino,Un solo padre,2,Medio-bajo,,1,23.9,0,4.19,3.0,5,2,3,1,Conflictiva,4.7,0,0,0
3151,Otro,Un solo padre,2,Medio-bajo,Superior,1,21.5,1,4.72,3.0,3,3,4,1,Regular,6.9,0,0,1
2168,Masculino,Ambos padres,2,Medio-bajo,Secundaria,1,25.1,0,1.01,4.0,5,3,2,1,Regular,6.7,1,0,0
1764,Femenino,Un solo padre,1,Alto,Secundaria,0,,0,2.12,5.0,3,4,5,0,Buena,9.8,0,1,0
1562,Masculino,Un solo padre,0,Medio-bajo,Superior,0,,0,4.01,3.0,2,3,3,0,Buena,7.3,0,0,0
2428,Masculino,Un solo padre,0,Medio,,0,,1,0.38,3.0,3,3,4,0,Regular,6.4,0,1,0
3192,Masculino,Un solo padre,2,Medio-bajo,Secundaria,1,23.2,1,6.13,3.0,3,2,3,1,Regular,6.2,0,0,0
2952,Masculino,Un solo padre,2,Medio,Primaria,0,,1,0.7,4.0,2,4,3,1,Regular,5.6,0,1,0
2416,Femenino,Ambos padres,2,Bajo,Superior,1,23.0,1,0.6,2.0,3,3,1,0,Conflictiva,5.9,0,1,0
3603,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,0,3.43,4.0,4,3,2,0,Regular,7.4,0,0,0
3181,Masculino,Ambos padres,0,Bajo,Primaria,0,,1,1.91,3.0,3,5,3,0,Conflictiva,5.7,0,0,1
3576,Femenino,Ambos padres,0,Medio-bajo,Secundaria,0,,1,0.28,,4,3,3,0,Buena,5.0,0,0,0
3977,Femenino,Un solo padre,1,Bajo,Superior,1,23.6,1,0.54,3.0,5,1,3,0,Regular,6.3,0,1,0
2453,Masculino,Ambos padres,3,Medio-bajo,Primaria,0,,1,2.47,2.0,5,3,2,1,Regular,7.8,0,0,0
3661,Femenino,Ambos padres,0,Medio-bajo,Superior,0,,1,6.99,2.0,5,2,2,0,Regular,6.4,0,0,0
1044,Masculino,Ambos padres,0,Medio,Superior,0,,1,,4.0,1,3,5,0,Buena,7.9,0,0,0
3929,Masculino,Ambos padres,2,,Superior,0,,0,5.24,4.0,3,4,4,0,Regular,6.7,0,0,0
2757,Masculino,Ambos padres,1,Medio,Superior,0,,1,0.1,4.0,2,3,4,0,Buena,5.2,0,1,1
3232,Femenino,Un solo padre,3,Medio-bajo,Secundaria,0,,1,0.9,,3,4,4,1,Regular,5.5,0,0,0
2547,Masculino,Otros familiares,0,Medio,Secundaria,0,,1,0.1,4.0,2,4,3,0,Buena,5.6,0,0,0
3129,Masculino,Ambos padres,1,,Secundaria,0,,0,3.63,,3,3,4,0,Regular,4.2,0,0,0
2417,Masculino,Ambos padres,0,Medio-bajo,Superior,1,20.9,0,,3.0,4,2,2,1,Conflictiva,7.7,1,0,1
2340,Masculino,Ambos padres,1,Medio,Sin estudios,0,,1,0.4,2.0,2,4,3,0,Buena,8.3,0,0,0
1395,Femenino,Ambos padres,3,Medio,Secundaria,1,17.2,1,0.8,3.0,1,4,5,0,Buena,8.6,0,0,0
3895,Femenino,Un solo padre,4,Bajo,Primaria,1,19.1,0,7.14,1.0,4,2,4,0,Regular,5.7,0,0,1
1963,Femenino,Un solo padre,2,Medio,Secundaria,0,,1,0.86,3.0,1,4,3,0,Regular,6.5,0,1,0
3264,Masculino,Ambos padres,3,Medio,Primaria,0,,1,13.46,,4,2,3,0,Regular,6.5,0,1,0
1140,Masculino,Ambos padres,1,Medio,Primaria,0,,1,0.57,4.0,1,5,5,0,Buena,8.5,0,1,0
2788,Femenino,Ambos padres,1,Alto,Secundaria,0,,1,0.15,5.0,2,4,3,1,Buena,5.8,0,0,0
3549,Masculino,Otros familiares,2,Alto,Secundaria,1,17.5,0,1.84,4.0,2,4,5,0,Buena,5.5,0,1,1
3157,Femenino,Un solo padre,2,Medio,Secundaria,0,,1,,3.0,4,2,4,1,Regular,6.1,1,1,0
3245,Masculino,Ambos padres,4,Medio-bajo,Superior,0,,0,0.41,4.0,4,3,3,0,Regular,6.8,0,1,0
2947,Femenino,Ambos padres,1,Medio,Sin estudios,0,,1,0.56,3.0,4,5,4,0,,6.2,0,0,1
1436,Femenino,Un solo padre,1,Medio,Primaria,0,,1,1.37,4.0,3,1,2,0,Buena,6.8,0,0,0
3476,Masculino,Ambos padres,2,Medio,Secundaria,0,,1,1.12,5.0,1,4,2,0,Regular,7.1,0,1,0
2468,Masculino,Un solo padre,1,Medio,Secundaria,0,,1,0.18,4.0,2,3,4,0,Buena,5.7,0,0,0
3976,Masculino,Un solo padre,1,Bajo,Primaria,1,21.1,0,6.41,3.0,3,2,1,0,Conflictiva,4.8,0,1,1
2175,Femenino,Un solo padre,3,Bajo,Superior,0,,0,4.41,4.0,5,2,3,1,Conflictiva,5.9,0,0,0
1242,Masculino,Un solo padre,0,Bajo,Sin estudios,0,,1,1.43,4.0,4,1,2,0,Regular,5.7,0,1,1
1110,Masculino,Otros familiares,2,Bajo,Secundaria,0,,0,4.35,2.0,4,1,4,1,Conflictiva,5.6,0,1,0
3494,Masculino,Ambos padres,3,Medio-bajo,Secundaria,1,28.6,0,10.52,3.0,5,3,3,0,Conflictiva,7.7,0,0,1
2077,Femenino,Un solo padre,2,Bajo,Primaria,0,,0,2.79,2.0,4,3,2,0,Conflictiva,6.6,1,0,0
1016,Otro,Ambos padres,1,Medio,Secundaria,0,,1,4.08,5.0,3,5,3,1,Regular,7.0,0,0,0
3315,Masculino,Un solo padre,2,Medio-bajo,Superior,1,17.9,1,2.12,2.0,2,3,4,0,Regular,5.3,0,0,0
1648,Masculino,Un solo padre,4,Bajo,Superior,0,,0,0.17,3.0,4,1,4,0,Conflictiva,5.7,0,0,1
3145,Femenino,Un solo padre,3,Alto,Superior,1,16.7,0,2.59,4.0,4,3,3,1,Buena,6.8,0,1,0
2566,Femenino,Ambos padres,3,Medio,Secundaria,1,14.0,0,2.38,3.0,4,3,3,1,Buena,5.5,0,1,0
3692,Femenino,Ambos padres,2,Medio,Primaria,0,,1,1.36,1.0,2,2,5,1,Regular,6.3,0,0,0
3131,Femenino,Otros familiares,1,Medio,Secundaria,0,,0,0.1,4.0,3,5,3,1,Regular,7.7,0,0,0
3965,Masculino,Ambos padres,1,Medio,Secundaria,0,,1,3.37,4.0,3,2,3,1,Regular,7.5,0,0,0
2397,Masculino,Tutor,2,Medio,Secundaria,0,,1,0.55,4.0,2,4,3,0,Buena,7.2,0,0,0
3652,Masculino,Un solo padre,3,Medio,Superior,0,,0,3.6,4.0,3,4,3,0,Conflictiva,7.5,0,1,0
3204,Masculino,Ambos padres,1,Medio,Superior,0,,0,4.82,3.0,4,2,4,0,Regular,6.9,0,0,0
2133,Femenino,Ambos padres,3,,Secundaria,0,,1,6.37,2.0,3,3,4,0,Buena,7.1,0,0,0
3235,Masculino,Tutor,1,,Secundaria,0,,1,1.15,4.0,5,3,2,0,Regular,5.7,0,0,0
3153,Otro,Ambos padres,2,Medio-bajo,Sin estudios,0,,1,5.96,3.0,3,2,4,1,Conflictiva,8.0,0,1,1
2370,Femenino,Ambos padres,0,Alto,Primaria,0,,1,0.29,3.0,2,3,3,0,Buena,7.4,0,0,0
3609,Femenino,Un solo padre,0,Bajo,Superior,1,23.8,1,52.94,3.0,4,3,2,0,Regular,5.2,0,0,0
2561,Femenino,Un solo padre,0,Bajo,Primaria,1,27.7,1,4.33,2.0,3,1,1,1,Conflictiva,7.7,1,0,0
3002,Femenino,Ambos padres,2,Medio-bajo,Superior,1,13.0,1,0.1,3.0,4,3,3,0,Regular,7.7,0,1,0
1168,Femenino,Ambos padres,3,,Secundaria,0,,1,1.19,,4,1,3,1,Conflictiva,5.3,1,0,1
1602,Femenino,Un solo padre,4,Bajo,,0,,1,5.34,3.0,3,1,3,1,Regular,7.7,0,0,0
1651,Masculino,Otros familiares,2,Medio,Primaria,0,,0,1.61,2.0,4,2,5,0,Conflictiva,7.1,0,1,0
1353,Masculino,Un solo padre,0,Bajo,Superior,0,,1,0.1,2.0,3,3,4,0,Regular,5.9,0,0,0
2579,Femenino,Un solo padre,1,Medio-bajo,Secundaria,1,26.7,1,0.72,2.0,4,2,3,1,Regular,4.1,0,1,0
1574,Masculino,Ambos padres,3,,Superior,0,,0,1.11,4.0,1,3,1,0,Conflictiva,5.4,0,0,1
2142,Femenino,Ambos padres,1,Medio-bajo,Secundaria,1,20.2,1,1.35,4.0,5,3,2,0,,6.9,0,1,0
2776,Femenino,Ambos padres,0,Medio-bajo,Superior,0,,1,0.71,2.0,3,2,4,0,Regular,6.9,0,0,0
4000,Femenino,Otros familiares,0,Alto,Secundaria,0,,1,6.16,5.0,2,4,5,0,Buena,6.0,0,1,0
1430,Femenino,Ambos padres,3,Bajo,Superior,1,34.1,1,0.57,3.0,4,1,3,0,Conflictiva,7.9,1,0,1
3467,Femenino,Ambos padres,1,Bajo,Sin estudios,1,24.3,0,0.58,3.0,5,3,1,1,Regular,5.8,0,0,0
2628,Femenino,Un solo padre,2,Alto,Secundaria,0,,1,0.28,3.0,3,4,4,0,Buena,6.9,0,1,0
1703,Femenino,Un solo padre,1,Medio,Secundaria,0,,1,4.29,3.0,1,5,4,0,Regular,7.6,0,1,0
3946,Femenino,Ambos padres,0,,Primaria,0,,1,0.29,4.0,4,2,3,1,Conflictiva,6.8,0,1,1
3253,Femenino,Tutor,4,Medio,Secundaria,0,,1,0.82,3.0,2,4,3,0,Buena,7.6,0,0,0
3058,Masculino,Un solo padre,2,Medio-bajo,Secundaria,0,,0,2.65,2.0,3,3,2,0,Buena,6.9,0,0,0
1548,Femenino,Ambos padres,2,Medio,Primaria,0,,1,4.31,4.0,3,3,4,0,Buena,9.0,0,1,0
1410,Femenino,Un solo padre,3,Bajo,Secundaria,0,,0,1.85,3.0,5,2,2,0,Conflictiva,5.4,0,0,0
